ROW,ACADEMIC_PERIOD,STUDENT_LEVEL,MODALITY_DESC
4496,202310,UG,Both
4497,202310,UG,Online
4498,202310,UG,Both
4499,202310,UG,Face-To-Face
4500,202310,UG,Online
4501,202310,UG,Face-To-Face
4502,202310,UG,Both
4503,202310,UG,Both
4504,202310,UG,Both
4505,202310,UG,Both
4506,202310,UG,Face-To-Face
4507,202310,UG,Both
4508,202310,UG,Both
4509,202310,UG,Both
4510,202310,GR,Face-To-Face
4511,202310,UG,Both
4512,202310,UG,Both
4513,202310,UG,Both
4514,202310,UG,Both
4515,202310,UG,Both
4516,202310,UG,Both
4517,202310,UG,Both
4518,202310,UG,Online
4519,202310,UG,Face-To-Face
4520,202310,UG,Both
4521,202310,UG,Both
4522,202310,UG,Face-To-Face
4523,202310,UG,Both
4524,202310,UG,Both
4525,202310,UG,Both
4526,202310,UG,Face-To-Face
4527,202310,UG,Online
4528,202310,UG,Both
4529,202310,UG,Both
4530,202310,UG,Online
4531,202310,UG,Online
4532,202310,UG,Face-To-Face
4533,202310,UG,Both
4534,202310,UG,Both
4535,202310,UG,Online
4536,202310,UG,Face-To-Face
4537,202310,UG,Face-To-Face
4538,202310,UG,Both
4539,202310,UG,Both
4540,202310,UG,Face-To-Face
4541,202310,UG,Both
4542,202310,UG,Both
4543,202310,UG,Both
4544,202310,UG,Face-To-Face
4545,202310,UG,Both
4546,202310,UG,Both
4547,202310,UG,Both
4548,202310,UG,Face-To-Face
4549,202310,UG,Both
4550,202310,UG,Both
4551,202310,UG,Both
4552,202310,UG,Face-To-Face
4553,202310,UG,Both
4554,202310,GR,Online
4555,202310,UG,Both
4556,202310,UG,Online
4557,202310,UG,Face-To-Face
4558,202310,UG,Both
4559,202310,UG,Face-To-Face
4560,202310,UG,Both
4561,202310,UG,Both
4562,202310,UG,Face-To-Face
4563,202310,GR,Online
4564,202310,UG,Face-To-Face
4565,202310,UG,Both
4566,202310,GR,Face-To-Face
4567,202310,UG,Both
4568,202310,UG,Online
4569,202310,UG,Online
4570,202310,UG,Both
4571,202310,UG,Both
4572,202310,UG,Both
4573,202310,UG,Both
4574,202310,UG,Online
4575,202310,UG,Online
4576,202310,UG,Online
4577,202310,UG,Online
4578,202310,UG,Both
4579,202310,UG,Both
4580,202310,UG,Both
4581,202310,UG,Face-To-Face
4582,202310,GR,Online
4583,202310,UG,Both
4584,202310,UG,Both
4585,202310,UG,Online
4586,202310,UG,Both
4587,202310,UG,Both
4588,202310,UG,Online
4589,202310,UG,Face-To-Face
4590,202310,UG,Face-To-Face
4591,202310,UG,Both
4592,202310,UG,Online
4593,202310,UG,Both
4594,202310,UG,Both
4595,202310,UG,Both
4596,202310,UG,Both
4597,202310,UG,Both
4598,202310,GR,Online
4599,202310,UG,Online
4600,202310,UG,Both
4601,202310,UG,Both
4602,202310,UG,Face-To-Face
4603,202310,UG,Both
4604,202310,UG,Face-To-Face
4605,202310,UG,Online
4606,202310,UG,Both
4607,202310,UG,Both
4608,202310,UG,Online
4609,202310,UG,Online
4610,202310,UG,Both
4611,202310,UG,Face-To-Face
4612,202310,UG,Both
4613,202310,GR,Face-To-Face
4614,202310,UG,Both
4615,202310,UG,Face-To-Face
4616,202310,UG,Both
4617,202310,UG,Online
4618,202310,UG,Both
4619,202310,UG,Both
4620,202310,UG,Face-To-Face
4621,202310,UG,Online
4622,202310,UG,Both
4623,202310,UG,Both
4624,202310,UG,Both
4625,202310,UG,Face-To-Face
4626,202310,UG,Both
4627,202310,UG,Both
4628,202310,UG,Face-To-Face
4629,202310,UG,Online
4630,202310,UG,Online
4631,202310,UG,Face-To-Face
4632,202310,UG,Online
4633,202310,UG,Both
4634,202310,UG,Both
4635,202310,UG,Both
4636,202310,UG,Online
4637,202310,UG,Both
4638,202310,UG,Both
4639,202310,UG,Both
4640,202310,UG,Both
4641,202310,UG,Face-To-Face
4642,202310,UG,Both
4643,202310,UG,Both
4644,202310,UG,Both
4645,202310,UG,Both
4646,202310,UG,Both
4647,202310,UG,Both
4648,202310,UG,Both
4649,202310,UG,Online
4650,202310,UG,Face-To-Face
4651,202310,UG,Both
4652,202310,UG,Online
4653,202310,UG,Online
4654,202310,UG,Both
4655,202310,UG,Both
4656,202310,UG,Online
4657,202310,UG,Both
4658,202310,UG,Face-To-Face
4659,202310,UG,Online
4660,202310,UG,Both
4661,202310,UG,Both
4662,202310,UG,Both
4663,202310,UG,Both
4664,202310,UG,Online
4665,202310,UG,Face-To-Face
4666,202310,UG,Both
4667,202310,UG,Online
4668,202310,UG,Face-To-Face
4669,202310,UG,Online
4670,202310,UG,Both
4671,202310,UG,Both
4672,202310,UG,Online
4673,202310,UG,Online
4674,202310,UG,Both
4675,202310,UG,Both
4676,202310,UG,Both
4677,202310,UG,Face-To-Face
4678,202310,GR,Face-To-Face
4679,202310,GR,Online
4680,202310,UG,Both
4681,202310,UG,Online
4682,202310,UG,Both
4683,202310,UG,Face-To-Face
4684,202310,UG,Both
4685,202310,UG,Both
4686,202310,UG,Face-To-Face
4687,202310,UG,Face-To-Face
4688,202310,UG,Both
4689,202310,UG,Online
4690,202310,UG,Both
4691,202310,UG,Online
4692,202310,UG,Both
4693,202310,UG,Face-To-Face
4694,202310,UG,Both
4695,202310,UG,Face-To-Face
4696,202310,UG,Online
4697,202310,UG,Both
4698,202310,UG,Both
4699,202310,UG,Face-To-Face
4700,202310,UG,Both
4701,202310,UG,Online
4702,202310,UG,Both
4703,202310,UG,Both
4704,202310,UG,Both
4705,202310,UG,Both
4706,202310,UG,Face-To-Face
4707,202310,UG,Face-To-Face
4708,202310,UG,Online
4709,202310,UG,Both
4710,202310,UG,Both
4711,202310,UG,Both
4712,202310,UG,Online
4713,202310,UG,Online
4714,202310,UG,Online
4715,202310,UG,Both
4716,202310,UG,Face-To-Face
4717,202310,UG,Both
4718,202310,UG,Face-To-Face
4719,202310,UG,Both
4720,202310,UG,Both
4721,202310,UG,Both
4722,202310,UG,Both
4723,202310,UG,Face-To-Face
4724,202310,UG,Online
4725,202310,UG,Both
4726,202310,UG,Both
4727,202310,UG,Both
4728,202310,UG,Both
4729,202310,UG,Both
4730,202310,UG,Online
4731,202310,UG,Both
4732,202310,UG,Face-To-Face
4733,202310,UG,Face-To-Face
4734,202310,UG,Both
4735,202310,UG,Online
4736,202310,UG,Both
4737,202310,UG,Both
4738,202310,UG,Face-To-Face
4739,202310,UG,Online
4740,202310,UG,Both
4741,202310,UG,Face-To-Face
4742,202310,UG,Both
4743,202310,UG,Both
4744,202310,UG,Both
4745,202310,UG,Online
4746,202310,UG,Face-To-Face
4747,202310,UG,Face-To-Face
4748,202310,UG,Both
4749,202310,UG,Face-To-Face
4750,202310,UG,Both
4751,202310,UG,Online
4752,202310,UG,Both
4753,202310,UG,Both
4754,202310,UG,Both
4755,202310,UG,Face-To-Face
4756,202310,UG,Both
4757,202310,UG,Both
4758,202310,UG,Both
4759,202310,UG,Online
4760,202310,UG,Face-To-Face
4761,202310,UG,Both
4762,202310,GR,Face-To-Face
4763,202310,UG,Face-To-Face
4764,202310,UG,Both
4765,202310,UG,Both
4766,202310,UG,Online
4767,202310,UG,Face-To-Face
4768,202310,UG,Both
4769,202310,UG,Both
4770,202310,UG,Both
4771,202310,UG,Both
4772,202310,UG,Online
4773,202310,UG,Online
4774,202310,UG,Online
4775,202310,UG,Face-To-Face
4776,202310,UG,Both
4777,202310,UG,Both
4778,202310,UG,Both
4779,202310,UG,Both
4780,202310,UG,Face-To-Face
4781,202310,UG,Both
4782,202310,UG,Both
4783,202310,UG,Both
4784,202310,UG,Both
4785,202310,UG,Both
4786,202310,UG,Face-To-Face
4787,202310,GR,Online
4788,202310,UG,Online
4789,202310,UG,Both
4790,202310,UG,Online
4791,202310,UG,Both
4792,202310,UG,Face-To-Face
4793,202310,UG,Face-To-Face
4794,202310,GR,Face-To-Face
4795,202310,UG,Both
4796,202310,UG,Face-To-Face
4797,202310,UG,Both
4798,202310,UG,Both
4799,202310,UG,Both
4800,202310,UG,Both
4801,202310,UG,Both
4802,202310,UG,Both
4803,202310,UG,Face-To-Face
4804,202310,UG,Both
4805,202310,UG,Both
4806,202310,UG,Both
4807,202310,UG,Online
4808,202310,UG,Online
4809,202310,UG,Face-To-Face
4810,202310,UG,Online
4811,202310,UG,Both
4812,202310,UG,Both
4813,202310,UG,Both
4814,202310,UG,Both
4815,202310,UG,Face-To-Face
4816,202310,UG,Both
4817,202310,UG,Both
4818,202310,UG,Online
4819,202310,UG,Both
4820,202310,UG,Online
4821,202310,GR,Face-To-Face
4822,202310,UG,Both
4823,202310,UG,Both
4824,202310,UG,Face-To-Face
4825,202310,UG,Both
4826,202310,UG,Online
4827,202310,UG,Online
4828,202310,UG,Both
4829,202310,UG,Face-To-Face
4830,202310,UG,Online
4831,202310,UG,Face-To-Face
4832,202310,UG,Both
4833,202310,UG,Both
4834,202310,UG,Both
4835,202310,UG,Both
4836,202310,UG,Both
4837,202310,UG,Both
4838,202310,UG,Both
4839,202310,UG,Online
4840,202310,UG,Both
4841,202310,UG,Face-To-Face
4842,202310,UG,Both
4843,202310,UG,Face-To-Face
4844,202310,UG,Face-To-Face
4845,202310,UG,Face-To-Face
4846,202310,UG,Both
4847,202310,UG,Face-To-Face
4848,202310,UG,Both
4849,202310,UG,Online
4850,202310,UG,Both
4851,202310,UG,Both
4852,202310,UG,Face-To-Face
4853,202310,UG,Both
4854,202310,UG,Both
4855,202310,UG,Both
4856,202310,UG,Online
4857,202310,GR,Face-To-Face
4858,202310,UG,Online
4859,202310,UG,Both
4860,202310,UG,Both
4861,202310,UG,Both
4862,202310,UG,Both
4863,202310,UG,Online
4864,202310,UG,Both
4865,202310,UG,Both
4866,202310,UG,Face-To-Face
4867,202310,UG,Face-To-Face
4868,202310,UG,Online
4869,202310,UG,Both
4870,202310,UG,Both
4871,202310,UG,Online
4872,202310,UG,Both
4873,202310,UG,Both
4874,202310,UG,Both
4875,202310,UG,Both
4876,202310,GR,Both
4877,202310,UG,Online
4878,202310,UG,Both
4879,202310,UG,Face-To-Face
4880,202310,UG,Both
4881,202310,UG,Face-To-Face
4882,202310,UG,Both
4883,202310,UG,Both
4884,202310,UG,Face-To-Face
4885,202310,UG,Both
4886,202310,UG,Both
4887,202310,UG,Both
4888,202310,UG,Online
4889,202310,UG,Both
4890,202310,UG,Both
4891,202310,UG,Both
4892,202310,UG,Both
4893,202310,UG,Both
4894,202310,UG,Online
4895,202310,UG,Face-To-Face
4896,202310,UG,Online
4897,202310,UG,Face-To-Face
4898,202310,UG,Both
4899,202310,UG,Both
4900,202310,UG,Online
4901,202310,UG,Both
4902,202310,UG,Both
4903,202310,UG,Both
4904,202310,UG,Both
4905,202310,UG,Online
4906,202310,UG,Both
4907,202310,UG,Both
4908,202310,UG,Face-To-Face
4909,202310,UG,Face-To-Face
4910,202310,UG,Both
4911,202310,UG,Face-To-Face
4912,202310,UG,Face-To-Face
4913,202310,UG,Both
4914,202310,UG,Both
4915,202310,UG,Face-To-Face
4916,202310,UG,Online
4917,202310,UG,Both
4918,202310,UG,Both
4919,202310,UG,Face-To-Face
4920,202310,UG,Face-To-Face
4921,202310,UG,Both
4922,202310,UG,Both
4923,202310,UG,Both
4924,202310,UG,Face-To-Face
4925,202310,UG,Both
4926,202310,UG,Both
4927,202310,UG,Both
4928,202310,UG,Face-To-Face
4929,202310,UG,Face-To-Face
4930,202310,UG,Both
4931,202310,UG,Both
4932,202310,GR,Online
4933,202310,UG,Both
4934,202310,UG,Online
4935,202310,UG,Both
4936,202310,UG,Both
4937,202310,UG,Both
4938,202310,UG,Face-To-Face
4939,202310,UG,Face-To-Face
4940,202310,UG,Both
4941,202310,UG,Both
4942,202310,UG,Both
4943,202310,UG,Both
4944,202310,UG,Both
4945,202310,UG,Both
4946,202310,UG,Both
4947,202310,UG,Online
4948,202310,UG,Both
4949,202310,UG,Both
4950,202310,UG,Both
4951,202310,UG,Both
4952,202310,UG,Both
4953,202310,UG,Online
4954,202310,UG,Face-To-Face
4955,202310,UG,Face-To-Face
4956,202310,UG,Online
4957,202310,UG,Face-To-Face
4958,202310,UG,Both
4959,202310,UG,Both
4960,202310,UG,Face-To-Face
4961,202310,UG,Both
4962,202310,UG,Online
4963,202310,UG,Both
4964,202310,GR,Online
4965,202310,UG,Both
4966,202310,UG,Both
4967,202310,UG,Both
4968,202310,UG,Face-To-Face
4969,202310,UG,Both
4970,202310,UG,Both
4971,202310,UG,Both
4972,202310,UG,Both
4973,202310,UG,Face-To-Face
4974,202310,UG,Both
4975,202310,UG,Face-To-Face
4976,202310,UG,Both
4977,202310,UG,Both
4978,202310,UG,Both
4979,202310,UG,No Courses
4980,202310,UG,Both
4981,202310,GR,Online
4982,202310,UG,Both
4983,202310,UG,Both
4984,202310,UG,Online
4985,202310,UG,No Courses
4986,202310,UG,Online
4987,202310,UG,Face-To-Face
4988,202310,UG,Both
4989,202310,UG,Both
4990,202310,UG,Online
4991,202310,UG,Face-To-Face
4992,202310,UG,Both
4993,202310,UG,Both
4994,202310,UG,Online
4995,202310,UG,Face-To-Face
4996,202310,UG,Both
4997,202310,UG,Both
4998,202310,UG,Both
4999,202310,UG,Face-To-Face
5000,202310,UG,Face-To-Face
5001,202310,UG,Both
5002,202310,UG,Online
5003,202310,UG,Both
5004,202310,UG,Face-To-Face
5005,202310,UG,Face-To-Face
5006,202310,UG,Both
5007,202310,UG,Both
5008,202310,UG,Face-To-Face
5009,202310,UG,Both
5010,202310,UG,Face-To-Face
5011,202310,UG,Both
5012,202310,UG,Both
5013,202310,UG,Both
5014,202310,UG,Both
5015,202310,UG,Both
5016,202310,UG,Both
5017,202310,UG,Face-To-Face
5018,202310,UG,Online
5019,202310,UG,Both
5020,202310,GR,Face-To-Face
5021,202310,UG,Both
5022,202310,UG,Online
5023,202310,UG,Both
5024,202310,GR,Face-To-Face
5025,202310,UG,Online
5026,202310,UG,Face-To-Face
5027,202310,UG,Both
5028,202310,UG,Both
5029,202310,UG,Both
5030,202310,UG,Both
5031,202310,UG,Both
5032,202310,UG,Both
5033,202310,UG,Online
5034,202310,UG,Face-To-Face
5035,202310,UG,Face-To-Face
5036,202310,UG,Both
5037,202310,UG,Face-To-Face
5038,202310,UG,Online
5039,202310,UG,Both
5040,202310,UG,Both
5041,202310,UG,Both
5042,202310,UG,Both
5043,202310,UG,Face-To-Face
5044,202310,UG,Both
5045,202310,UG,Face-To-Face
5046,202310,UG,Both
5047,202310,UG,Both
5048,202310,UG,Online
5049,202310,UG,Both
5050,202310,GR,Face-To-Face
5051,202310,UG,Face-To-Face
5052,202310,UG,Face-To-Face
5053,202310,UG,Online
5054,202310,UG,Face-To-Face
5055,202310,UG,Both
5056,202310,UG,Face-To-Face
5057,202310,GR,Both
5058,202310,UG,Face-To-Face
5059,202310,UG,Both
5060,202310,UG,Both
5061,202310,UG,Online
5062,202310,UG,Both
5063,202310,UG,Face-To-Face
5064,202310,UG,Both
5065,202310,UG,Both
5066,202310,UG,Face-To-Face
5067,202310,UG,Both
5068,202310,UG,Face-To-Face
5069,202310,UG,Online
5070,202310,UG,Face-To-Face
5071,202310,UG,Both
5072,202310,UG,Face-To-Face
5073,202310,UG,Face-To-Face
5074,202310,UG,Face-To-Face
5075,202310,UG,Online
5076,202310,UG,Face-To-Face
5077,202310,UG,Face-To-Face
5078,202310,UG,Face-To-Face
5079,202310,UG,Both
5080,202310,UG,Both
5081,202310,UG,Both
5082,202310,UG,Face-To-Face
5083,202310,UG,Both
5084,202310,UG,Face-To-Face
5085,202310,UG,Face-To-Face
5086,202310,UG,Both
5087,202310,UG,Online
5088,202310,UG,Both
5089,202310,UG,Face-To-Face
5090,202310,UG,Face-To-Face
5091,202310,UG,Online
5092,202310,UG,Face-To-Face
5093,202310,UG,Both
5094,202310,UG,Online
5095,202310,UG,Both
5096,202310,UG,Face-To-Face
5097,202310,UG,Both
5098,202310,UG,Both
5099,202310,GR,Face-To-Face
5100,202310,UG,Online
5101,202310,UG,Online
5102,202310,UG,Both
5103,202310,UG,Face-To-Face
5104,202310,UG,Online
5105,202310,UG,Both
5106,202310,UG,Face-To-Face
5107,202310,UG,Online
5108,202310,UG,Both
5109,202310,UG,Both
5110,202310,UG,Face-To-Face
5111,202310,UG,Face-To-Face
5112,202310,UG,Both
5113,202310,UG,Both
5114,202310,UG,Face-To-Face
5115,202310,UG,Face-To-Face
5116,202310,UG,Face-To-Face
5117,202310,UG,Online
5118,202310,UG,Both
5119,202310,UG,Both
5120,202310,UG,Face-To-Face
5121,202310,UG,Both
5122,202310,UG,Both
5123,202310,UG,Both
5124,202310,UG,Both
5125,202310,UG,Both
5126,202310,UG,Both
5127,202310,UG,Both
5128,202310,UG,Both
5129,202310,UG,Face-To-Face
5130,202310,UG,Both
5131,202310,UG,Both
5132,202310,UG,Both
5133,202310,UG,Both
5134,202310,UG,Both
5135,202310,UG,Face-To-Face
5136,202310,UG,Both
5137,202310,UG,Face-To-Face
5138,202310,UG,Face-To-Face
5139,202310,UG,Face-To-Face
5140,202310,UG,Online
5141,202310,UG,Face-To-Face
5142,202310,UG,Both
5143,202310,UG,Both
5144,202310,UG,Online
5145,202310,UG,Both
5146,202310,UG,Both
5147,202310,UG,Both
5148,202310,UG,Face-To-Face
5149,202310,UG,Face-To-Face
5150,202310,UG,Online
5151,202310,UG,Both
5152,202310,UG,Face-To-Face
5153,202310,UG,Face-To-Face
5154,202310,UG,Online
5155,202310,UG,Both
5156,202310,UG,Both
5157,202310,UG,Online
5158,202310,UG,Both
5159,202310,UG,Online
5160,202310,UG,Both
5161,202310,UG,Both
5162,202310,UG,Face-To-Face
5163,202310,GR,Face-To-Face
5164,202310,UG,Online
5165,202310,UG,Online
5166,202310,UG,Both
5167,202310,UG,Online
5168,202310,UG,Both
5169,202310,UG,Face-To-Face
5170,202310,UG,Both
5171,202310,GR,Online
5172,202310,UG,Face-To-Face
5173,202310,UG,Face-To-Face
5174,202310,UG,Both
5175,202310,UG,Face-To-Face
5176,202310,UG,Both
5177,202310,UG,Face-To-Face
5178,202310,UG,Both
5179,202310,UG,Face-To-Face
5180,202310,UG,Both
5181,202310,UG,Both
5182,202310,UG,Face-To-Face
5183,202310,UG,Both
5184,202310,UG,Online
5185,202310,UG,Both
5186,202310,UG,Both
5187,202310,UG,Both
5188,202310,UG,Both
5189,202310,UG,Both
5190,202310,UG,Both
5191,202310,GR,Online
5192,202310,UG,Both
5193,202310,UG,Both
5194,202310,UG,Online
5195,202310,UG,Both
5196,202310,UG,Both
5197,202310,UG,Face-To-Face
5198,202310,UG,Face-To-Face
5199,202310,UG,Online
5200,202310,GR,Face-To-Face
5201,202310,UG,Both
5202,202310,UG,Online
5203,202310,UG,Both
5204,202310,UG,Both
5205,202310,UG,Face-To-Face
5206,202310,UG,Both
5207,202310,UG,Both
5208,202310,UG,Both
5209,202310,UG,Both
5210,202310,UG,Online
5211,202310,UG,Both
5212,202310,UG,Both
5213,202310,UG,Online
5214,202310,GR,Face-To-Face
5215,202310,UG,Both
5216,202310,UG,Both
5217,202310,UG,Online
5218,202310,UG,Face-To-Face
5219,202310,UG,Both
5220,202310,UG,Online
5221,202310,UG,Online
5222,202310,UG,Face-To-Face
5223,202310,UG,Both
5224,202310,GR,Face-To-Face
5225,202310,UG,Online
5226,202310,UG,Face-To-Face
5227,202310,GR,Face-To-Face
5228,202310,UG,Both
5229,202310,UG,Both
5230,202310,UG,Online
5231,202310,UG,Face-To-Face
5232,202310,UG,Online
5233,202310,UG,Both
5234,202310,UG,Both
5235,202310,UG,Both
5236,202310,UG,Online
5237,202310,UG,Online
5238,202310,UG,Online
5239,202310,UG,Online
5240,202310,UG,Face-To-Face
5241,202310,UG,Both
5242,202310,UG,Both
5243,202310,UG,Both
5244,202310,UG,Face-To-Face
5245,202310,UG,Face-To-Face
5246,202310,GR,Online
5247,202310,UG,Online
5248,202310,UG,Online
5249,202310,UG,Both
5250,202310,UG,Online
5251,202310,UG,Both
5252,202310,UG,Online
5253,202310,UG,Online
5254,202310,UG,Both
5255,202310,UG,Both
5256,202310,UG,Online
5257,202310,UG,Online
5258,202310,UG,Both
5259,202310,UG,Face-To-Face
5260,202310,UG,Both
5261,202310,UG,Online
5262,202310,UG,Both
5263,202310,UG,Online
5264,202310,UG,Both
5265,202310,UG,Both
5266,202310,UG,Face-To-Face
5267,202310,UG,Online
5268,202310,UG,Face-To-Face
5269,202310,UG,Both
5270,202310,UG,Online
5271,202310,UG,Face-To-Face
5272,202310,UG,Both
5273,202310,GR,Face-To-Face
5274,202310,UG,Online
5275,202310,UG,Face-To-Face
5276,202310,UG,Online
5277,202310,UG,Online
5278,202310,UG,Online
5279,202310,UG,Both
5280,202310,UG,Both
5281,202310,UG,Both
5282,202310,UG,Both
5283,202310,UG,Both
5284,202310,UG,Both
5285,202310,UG,Both
5286,202310,UG,Face-To-Face
5287,202310,GR,Online
5288,202310,UG,Online
5289,202310,UG,Face-To-Face
5290,202310,UG,Online
5291,202310,UG,Online
5292,202310,UG,Face-To-Face
5293,202310,UG,Online
5294,202310,UG,Both
5295,202310,UG,Face-To-Face
5296,202310,GR,Face-To-Face
5297,202310,GR,Online
5298,202310,UG,Both
5299,202310,UG,Both
5300,202310,UG,Face-To-Face
5301,202310,UG,Online
5302,202310,UG,Both
5303,202310,GR,Face-To-Face
5304,202310,UG,Both
5305,202310,UG,Both
5306,202310,UG,Online
5307,202310,UG,Both
5308,202310,UG,Online
5309,202310,UG,Both
5310,202310,UG,Both
5311,202310,UG,Online
5312,202310,UG,Face-To-Face
5313,202310,UG,Both
5314,202310,UG,Both
5315,202310,UG,Both
5316,202310,UG,Face-To-Face
5317,202310,UG,Both
5318,202310,UG,Both
5319,202310,UG,Face-To-Face
5320,202310,UG,Both
5321,202310,UG,Online
5322,202310,UG,Both
5323,202310,UG,Face-To-Face
5324,202310,UG,Online
5325,202310,UG,Online
5326,202310,UG,Both
5327,202310,GR,Face-To-Face
5328,202310,GR,Online
5329,202310,UG,Both
5330,202310,UG,Both
5331,202310,UG,Both
5332,202310,UG,Both
5333,202310,UG,Both
5334,202310,GR,Face-To-Face
5335,202310,GR,Online
5336,202310,UG,Both
5337,202310,UG,Both
5338,202310,UG,Both
5339,202310,UG,Online
5340,202310,UG,Both
5341,202310,UG,Online
5342,202310,UG,Both
5343,202310,UG,Face-To-Face
5344,202310,UG,Face-To-Face
5345,202310,UG,Both
5346,202310,UG,Online
5347,202310,UG,Both
5348,202310,UG,Both
5349,202310,GR,Face-To-Face
5350,202310,GR,Face-To-Face
5351,202310,GR,Face-To-Face
5352,202310,UG,Face-To-Face
5353,202310,UG,Face-To-Face
5354,202310,UG,Both
5355,202310,UG,Both
5356,202310,UG,Both
5357,202310,UG,Online
5358,202310,UG,Both
5359,202310,UG,Face-To-Face
5360,202310,UG,Online
5361,202310,UG,Face-To-Face
5362,202310,UG,Online
5363,202310,UG,Both
5364,202310,UG,Both
5365,202310,UG,Both
5366,202310,UG,Both
5367,202310,UG,Both
5368,202310,UG,Both
5369,202310,UG,Both
5370,202310,UG,Both
5371,202310,UG,Face-To-Face
5372,202310,UG,Both
5373,202310,UG,Face-To-Face
5374,202310,UG,Both
5375,202310,UG,Online
5376,202310,UG,Online
5377,202310,GR,Online
5378,202310,UG,Face-To-Face
5379,202310,UG,Online
5380,202310,UG,Both
5381,202310,UG,Both
5382,202310,UG,Face-To-Face
5383,202310,UG,Both
5384,202310,GR,Face-To-Face
5385,202310,UG,Both
5386,202310,UG,Face-To-Face
5387,202310,UG,Both
5388,202310,UG,Both
5389,202310,UG,Face-To-Face
5390,202310,UG,Face-To-Face
5391,202310,UG,Both
5392,202310,UG,Online
5393,202310,UG,Both
5394,202310,GR,Face-To-Face
5395,202310,UG,Both
5396,202310,UG,Both
5397,202310,UG,Both
5398,202310,UG,Face-To-Face
5399,202310,UG,Online
5400,202310,UG,Face-To-Face
5401,202310,UG,Both
5402,202310,UG,Both
5403,202310,UG,Face-To-Face
5404,202310,UG,Both
5405,202310,UG,Online
5406,202310,UG,Face-To-Face
5407,202310,UG,Both
5408,202310,UG,Both
5409,202310,UG,Face-To-Face
5410,202310,UG,Online
5411,202310,UG,Face-To-Face
5412,202310,UG,Both
5413,202310,UG,Face-To-Face
5414,202310,UG,Online
5415,202310,UG,Face-To-Face
5416,202310,UG,Both
5417,202310,UG,Both
5418,202310,UG,Both
5419,202310,UG,Face-To-Face
5420,202310,GR,Online
5421,202310,UG,Face-To-Face
5422,202310,GR,Face-To-Face
5423,202310,UG,Online
5424,202310,UG,Both
5425,202310,UG,Both
5426,202310,UG,Both
5427,202310,UG,Online
5428,202310,GR,Face-To-Face
5429,202310,GR,Face-To-Face
5430,202310,UG,Both
5431,202310,UG,Online
5432,202310,UG,Both
5433,202310,UG,Face-To-Face
5434,202310,UG,Both
5435,202310,GR,Face-To-Face
5436,202310,GR,Face-To-Face
5437,202310,UG,Both
5438,202310,UG,Online
5439,202310,UG,Face-To-Face
5440,202310,GR,Face-To-Face
5441,202310,UG,Face-To-Face
5442,202310,UG,Both
5443,202310,UG,Face-To-Face
5444,202310,UG,Face-To-Face
5445,202310,UG,Face-To-Face
5446,202310,UG,Online
5447,202310,UG,Both
5448,202310,UG,Online
5449,202310,UG,Both
5450,202310,UG,Online
5451,202310,GR,Online
5452,202310,UG,Both
5453,202310,UG,Both
5454,202310,UG,Face-To-Face
5455,202310,UG,Online
5456,202310,GR,Face-To-Face
5457,202310,GR,Face-To-Face
5458,202310,UG,Face-To-Face
5459,202310,GR,Online
5460,202310,UG,Face-To-Face
5461,202310,GR,Online
5462,202310,UG,Online
5463,202310,UG,Both
5464,202310,UG,Both
5465,202310,UG,Face-To-Face
5466,202310,UG,Online
5467,202310,UG,Both
5468,202310,UG,Both
5469,202310,GR,Online
5470,202310,GR,Face-To-Face
5471,202310,UG,Online
5472,202310,UG,Both
5473,202310,UG,Both
5474,202310,UG,Face-To-Face
5475,202310,UG,Both
5476,202310,GR,Face-To-Face
5477,202310,UG,Face-To-Face
5478,202310,GR,Face-To-Face
5479,202310,GR,Face-To-Face
5480,202310,GR,Face-To-Face
5481,202310,UG,Face-To-Face
5482,202310,UG,Online
5483,202310,UG,Both
5484,202310,UG,Both
5485,202310,UG,Both
5486,202310,UG,Both
5487,202310,UG,Face-To-Face
5488,202310,UG,Both
5489,202310,UG,Online
5490,202310,UG,Face-To-Face
5491,202310,UG,Both
5492,202310,UG,Both
5493,202310,UG,Both
5494,202310,UG,Both
5495,202310,UG,Online
5496,202310,UG,Online
5497,202310,UG,Online
5498,202310,UG,Both
5499,202310,UG,Online
5500,202310,UG,Online
5501,202310,UG,Both
5502,202310,UG,Face-To-Face
5503,202310,GR,Online
5504,202310,UG,Both
5505,202310,UG,Both
5506,202310,UG,Online
5507,202310,UG,Online
5508,202310,UG,Face-To-Face
5509,202310,UG,Both
5510,202310,UG,Both
5511,202310,GR,Both
5512,202310,UG,Online
5513,202310,UG,Online
5514,202310,GR,Online
5515,202310,UG,Both
5516,202310,UG,Both
5517,202310,UG,Online
5518,202310,UG,Both
5519,202310,UG,Online
5520,202310,UG,Face-To-Face
5521,202310,UG,Both
5522,202310,UG,Both
5523,202310,UG,Both
5524,202310,UG,Both
5525,202310,UG,Online
5526,202310,GR,Face-To-Face
5527,202310,GR,Both
5528,202310,UG,Both
5529,202310,UG,Both
5530,202310,UG,Face-To-Face
5531,202310,UG,Face-To-Face
5532,202310,UG,Both
5533,202310,UG,Both
5534,202310,UG,Both
5535,202310,UG,Both
5536,202310,UG,Both
5537,202310,UG,Online
5538,202310,UG,Both
5539,202310,UG,Both
5540,202310,UG,Face-To-Face
5541,202310,UG,Face-To-Face
5542,202310,UG,Online
5543,202310,GR,Online
