ROW,ACADEMIC_PERIOD,STUDENT_LEVEL,MODALITY_DESC
92,202210,GR,Online
93,202210,UG,Online
94,202210,GR,Online
95,202210,GR,Online
96,202210,GR,Online
97,202210,GR,Online
98,202210,UG,Online
99,202210,GR,Online
100,202210,GR,Online
101,202210,GR,Online
102,202210,UG,Both
103,202210,GR,Online
104,202210,GR,Both
105,202210,GR,Online
106,202210,GR,Both
107,202210,GR,Online
108,202210,GR,Face-To-Face
109,202210,GR,Online
110,202210,GR,Online
111,202210,UG,Online
112,202210,GR,Online
113,202210,UG,Online
114,202210,GR,Online
115,202210,GR,Face-To-Face
116,202210,UG,Online
117,202210,GR,Face-To-Face
118,202210,GR,Both
119,202210,GR,Online
120,202210,GR,Face-To-Face
121,202210,UG,Online
122,202210,UG,Both
123,202210,UG,Online
124,202210,UG,Online
125,202210,UG,Both
126,202210,GR,Online
127,202210,UG,Online
128,202210,UG,Online
129,202210,UG,Online
130,202210,GR,Online
131,202210,GR,Online
132,202210,GR,Both
133,202210,UG,Online
134,202210,GR,Online
135,202210,UG,Online
136,202210,GR,Face-To-Face
137,202210,GR,Face-To-Face
138,202210,GR,Online
139,202210,GR,Face-To-Face
140,202210,UG,Online
141,202210,UG,Both
142,202210,GR,Online
143,202210,GR,Online
144,202210,GR,Online
145,202210,UG,Online
146,202210,GR,Online
147,202210,UG,Both
148,202210,GR,Face-To-Face
149,202210,UG,Online
150,202210,UG,Online
151,202210,GR,Online
152,202210,UG,Online
153,202210,GR,Online
154,202210,GR,Both
155,202210,UG,Online
156,202210,UG,Online
157,202210,UG,Online
158,202210,UG,Online
159,202210,GR,Online
160,202210,UG,Online
161,202210,GR,Face-To-Face
162,202210,UG,Online
163,202210,UG,Online
164,202210,UG,Online
165,202210,UG,Online
166,202210,GR,Online
167,202210,GR,Both
168,202210,GR,Face-To-Face
169,202210,GR,Online
170,202210,GR,Face-To-Face
171,202210,GR,Online
172,202210,GR,Both
173,202210,UG,Online
174,202210,GR,Online
175,202210,GR,Face-To-Face
176,202210,UG,Online
177,202210,GR,Online
178,202210,GR,Both
179,202210,UG,Online
180,202210,UG,Online
181,202210,UG,Online
182,202210,GR,Online
183,202210,GR,Online
184,202210,GR,Both
185,202210,GR,Face-To-Face
186,202210,GR,Online
187,202210,GR,Online
188,202210,UG,Online
189,202210,UG,Online
190,202210,UG,Online
191,202210,UG,Online
192,202210,UG,Face-To-Face
193,202210,GR,Online
194,202210,UG,Online
195,202210,UG,Online
196,202210,UG,Online
197,202210,UG,Face-To-Face
198,202210,UG,Online
199,202210,UG,Online
200,202210,UG,Online
201,202210,UG,Online
202,202210,GR,Both
203,202210,UG,Online
204,202210,UG,Face-To-Face
205,202210,UG,Online
206,202210,GR,Online
207,202210,UG,Online
208,202210,GR,Online
209,202210,UG,Both
210,202210,UG,Face-To-Face
211,202210,GR,Both
212,202210,UG,Both
213,202210,GR,Both
214,202210,GR,Online
215,202210,UG,Both
216,202210,UG,Online
217,202210,GR,Face-To-Face
218,202210,GR,Online
219,202210,UG,Online
220,202210,GR,Online
221,202210,GR,Both
222,202210,UG,Online
223,202210,UG,Online
224,202210,GR,Both
225,202210,GR,Online
226,202210,UG,Both
227,202210,GR,Face-To-Face
228,202210,UG,Online
229,202210,GR,Online
230,202210,UG,Online
231,202210,GR,Online
232,202210,UG,Online
233,202210,GR,Face-To-Face
234,202210,GR,Online
235,202210,GR,Online
236,202210,UG,Online
237,202210,GR,Online
238,202210,UG,Both
239,202210,GR,Face-To-Face
240,202210,UG,Online
241,202210,UG,Online
242,202210,UG,Both
243,202210,GR,Online
244,202210,GR,Online
245,202210,UG,Online
246,202210,GR,Online
247,202210,GR,Both
248,202210,GR,Online
249,202210,UG,Online
250,202210,UG,Online
251,202210,GR,Online
252,202210,UG,Online
253,202210,UG,Online
254,202210,GR,Online
255,202210,UG,Online
256,202210,UG,Both
257,202210,GR,Face-To-Face
258,202210,GR,Both
259,202210,GR,Face-To-Face
260,202210,GR,Online
261,202210,UG,Face-To-Face
262,202210,UG,Online
263,202210,UG,Face-To-Face
264,202210,UG,Online
265,202210,UG,Online
266,202210,UG,Online
267,202210,GR,Online
268,202210,GR,Both
269,202210,GR,Online
270,202210,UG,Online
271,202210,UG,Online
272,202210,GR,Online
273,202210,GR,Online
274,202210,GR,Online
275,202210,UG,Online
276,202210,UG,Online
277,202210,GR,Both
278,202210,UG,Online
279,202210,UG,Face-To-Face
280,202210,GR,Both
281,202210,UG,Face-To-Face
282,202210,UG,Online
283,202210,GR,Online
284,202210,GR,Face-To-Face
285,202210,UG,Both
286,202210,GR,Face-To-Face
287,202210,UG,Online
288,202210,UG,Online
289,202210,GR,Online
290,202210,GR,Online
291,202210,UG,Online
292,202210,GR,Online
293,202210,GR,Face-To-Face
294,202210,GR,Online
295,202210,UG,Online
296,202210,UG,Online
297,202210,GR,Online
298,202210,UG,Online
299,202210,GR,Online
300,202210,GR,Face-To-Face
301,202210,GR,Online
302,202210,GR,Online
303,202210,GR,Both
304,202210,GR,Online
305,202210,UG,Online
306,202210,UG,Online
307,202210,GR,Online
308,202210,GR,Online
309,202210,GR,Online
310,202210,UG,Online
311,202210,UG,Online
312,202210,UG,Online
313,202210,UG,Online
314,202210,UG,Online
315,202210,GR,Face-To-Face
316,202210,UG,Online
317,202210,GR,Online
318,202210,UG,Online
319,202210,GR,Online
320,202210,UG,Face-To-Face
321,202210,GR,Online
322,202210,UG,Online
323,202210,UG,Online
324,202210,GR,Face-To-Face
325,202210,UG,Online
326,202210,UG,Online
327,202210,GR,Online
328,202210,UG,Online
329,202210,GR,Online
330,202210,GR,Online
331,202210,UG,Online
332,202210,GR,Face-To-Face
333,202210,UG,Online
334,202210,GR,Online
335,202210,UG,Online
336,202210,GR,Online
337,202210,UG,Both
338,202210,GR,Online
339,202210,UG,Online
340,202210,UG,Both
341,202210,GR,Both
342,202210,GR,Face-To-Face
343,202210,GR,Online
344,202210,UG,Both
345,202210,UG,Face-To-Face
346,202210,GR,Online
347,202210,UG,Online
348,202210,GR,Face-To-Face
349,202210,UG,Online
350,202210,UG,Online
351,202210,GR,Face-To-Face
352,202210,GR,Online
353,202210,GR,Online
354,202210,UG,Online
355,202210,GR,Online
356,202210,GR,Online
357,202210,GR,Face-To-Face
358,202210,GR,Online
359,202210,GR,Face-To-Face
360,202210,UG,Online
361,202210,UG,Online
362,202210,GR,Face-To-Face
363,202210,UG,Online
364,202210,UG,Online
365,202210,GR,Online
366,202210,GR,Online
367,202210,GR,Both
368,202210,UG,Online
369,202210,UG,Face-To-Face
370,202210,GR,Online
371,202210,GR,Online
372,202210,UG,Online
373,202210,GR,Online
374,202210,UG,Online
375,202210,UG,Online
376,202210,GR,Online
377,202210,UG,Online
378,202210,GR,Face-To-Face
379,202210,GR,Both
380,202210,GR,Face-To-Face
381,202210,GR,Online
382,202210,UG,Both
383,202210,UG,Online
384,202210,GR,Online
385,202210,UG,Online
386,202210,UG,Online
387,202210,GR,Face-To-Face
388,202210,GR,Online
389,202210,GR,Online
390,202210,UG,Online
391,202210,UG,Online
392,202210,GR,Online
393,202210,UG,Online
394,202210,UG,Online
395,202210,GR,Online
396,202210,UG,Online
397,202210,UG,Online
398,202210,UG,Online
399,202210,UG,Online
400,202210,UG,Online
401,202210,UG,Face-To-Face
402,202210,UG,Online
403,202210,GR,Online
404,202210,UG,Online
405,202210,UG,Face-To-Face
406,202210,GR,Online
407,202210,UG,Both
408,202210,UG,Both
409,202210,GR,Both
410,202210,UG,Online
411,202210,UG,Online
412,202210,GR,Online
413,202210,UG,Online
414,202210,UG,Online
415,202210,UG,Online
416,202210,UG,Online
417,202210,GR,Online
418,202210,UG,Online
419,202210,UG,Online
420,202210,UG,Online
421,202210,GR,Online
422,202210,UG,Online
423,202210,UG,Online
424,202210,UG,Online
425,202210,UG,Online
426,202210,UG,Both
427,202210,UG,Online
428,202210,GR,Online
429,202210,UG,Online
430,202210,UG,Online
431,202210,UG,Face-To-Face
432,202210,UG,Online
433,202210,GR,Online
434,202210,GR,Online
435,202210,GR,Online
436,202210,UG,Online
437,202210,UG,Both
438,202210,UG,Online
439,202210,GR,Online
440,202210,UG,Face-To-Face
441,202210,GR,Online
442,202210,GR,Face-To-Face
443,202210,GR,Online
444,202210,GR,Online
445,202210,GR,Online
446,202210,GR,Face-To-Face
447,202210,UG,Face-To-Face
448,202210,GR,Face-To-Face
449,202210,GR,Face-To-Face
450,202210,GR,Online
451,202210,UG,Online
452,202210,UG,Online
453,202210,UG,Online
454,202210,GR,Both
455,202210,UG,Online
456,202210,GR,Online
457,202210,GR,Both
458,202210,GR,Online
459,202210,UG,Online
460,202210,UG,Online
461,202210,GR,Online
462,202210,UG,Both
463,202210,GR,Online
464,202210,UG,Online
465,202210,UG,Online
466,202210,GR,Online
467,202210,UG,Both
468,202210,UG,Online
469,202210,GR,Both
470,202210,GR,Face-To-Face
471,202210,UG,Online
472,202210,GR,Online
473,202210,UG,Online
474,202210,UG,Online
475,202210,UG,Online
476,202210,UG,Online
477,202210,GR,Face-To-Face
478,202210,UG,Online
479,202210,UG,Online
480,202210,UG,Face-To-Face
481,202210,GR,Online
482,202210,GR,Online
483,202210,UG,Online
484,202210,UG,Online
485,202210,GR,Online
486,202210,GR,Online
487,202210,UG,Online
488,202210,UG,Both
489,202210,UG,Online
490,202210,GR,Online
491,202210,GR,Online
492,202210,GR,Face-To-Face
493,202210,UG,Online
494,202210,UG,Online
495,202210,UG,Online
496,202210,GR,Online
497,202210,GR,Online
498,202210,GR,Both
499,202210,UG,Both
500,202210,UG,Online
501,202210,UG,Online
502,202210,GR,Face-To-Face
503,202210,UG,Online
504,202210,GR,Online
505,202210,UG,Online
506,202210,GR,Online
507,202210,GR,Face-To-Face
508,202210,GR,Online
509,202210,UG,Both
510,202210,GR,Online
511,202210,UG,Online
512,202210,UG,Online
513,202210,UG,Both
514,202210,GR,Online
515,202210,UG,Online
516,202210,GR,Online
517,202210,UG,Both
518,202210,GR,Online
519,202210,GR,Face-To-Face
520,202210,GR,Online
521,202210,GR,Online
522,202210,UG,Online
523,202210,GR,Online
524,202210,GR,Face-To-Face
525,202210,UG,Online
526,202210,GR,Face-To-Face
527,202210,GR,Face-To-Face
528,202210,UG,Face-To-Face
529,202210,GR,Online
530,202210,UG,Face-To-Face
531,202210,GR,Both
532,202210,UG,Face-To-Face
533,202210,UG,Online
534,202210,GR,Online
535,202210,GR,Both
536,202210,GR,Online
537,202210,UG,Online
538,202210,GR,Online
539,202210,UG,Online
540,202210,GR,Online
541,202210,UG,Online
542,202210,UG,Online
543,202210,GR,Online
544,202210,UG,Online
545,202210,UG,Online
546,202210,GR,Online
547,202210,GR,Online
548,202210,GR,Online
549,202210,GR,Online
550,202210,GR,Online
551,202210,UG,Online
552,202210,UG,Online
553,202210,UG,Online
554,202210,UG,Online
555,202210,GR,Online
556,202210,UG,Both
557,202210,UG,Online
558,202210,UG,Online
559,202210,UG,Online
560,202210,GR,Face-To-Face
561,202210,UG,Online
562,202210,UG,Online
563,202210,GR,Online
564,202210,UG,Online
565,202210,UG,Online
566,202210,GR,Online
567,202210,UG,Face-To-Face
568,202210,GR,Face-To-Face
569,202210,UG,Online
570,202210,GR,Online
571,202210,GR,Online
572,202210,UG,Both
573,202210,UG,Online
574,202210,UG,Both
575,202210,UG,Online
576,202210,UG,Online
577,202210,UG,Online
578,202210,UG,Online
579,202210,GR,Both
580,202210,GR,Face-To-Face
581,202210,GR,Face-To-Face
582,202210,UG,Both
583,202210,UG,Online
584,202210,UG,Online
585,202210,UG,Face-To-Face
586,202210,UG,Online
587,202210,UG,Face-To-Face
588,202210,UG,Online
589,202210,GR,Both
590,202210,UG,Online
591,202210,GR,Online
592,202210,GR,Online
593,202210,GR,Online
594,202210,UG,Online
595,202210,UG,Online
596,202210,GR,Face-To-Face
597,202210,UG,Online
598,202210,GR,Online
599,202210,GR,Online
600,202210,UG,Online
601,202210,GR,Online
602,202210,UG,Face-To-Face
603,202210,UG,Online
604,202210,UG,Both
605,202210,GR,Online
606,202210,UG,Online
607,202210,UG,Online
608,202210,GR,Online
609,202210,GR,Online
610,202210,UG,Online
611,202210,UG,Online
612,202210,GR,Face-To-Face
613,202210,GR,Online
614,202210,GR,Face-To-Face
615,202210,UG,Online
616,202210,UG,Online
617,202210,UG,Online
618,202210,UG,Online
619,202210,UG,Online
620,202210,GR,Online
621,202210,UG,Online
622,202210,UG,Online
623,202210,GR,Online
624,202210,UG,Online
625,202210,GR,Both
626,202210,UG,Face-To-Face
627,202210,UG,Online
628,202210,UG,Online
629,202210,UG,Online
630,202210,GR,Face-To-Face
631,202210,GR,Online
632,202210,UG,Online
633,202210,GR,Online
634,202210,UG,Both
635,202210,GR,Online
636,202210,UG,Face-To-Face
637,202210,GR,Face-To-Face
638,202210,UG,Online
639,202210,UG,Both
640,202210,UG,Online
641,202210,UG,Online
642,202210,UG,Online
643,202210,UG,Face-To-Face
644,202210,GR,Online
645,202210,GR,Online
646,202210,UG,Online
647,202210,GR,Online
648,202210,UG,Online
649,202210,GR,Online
650,202210,UG,Online
651,202210,GR,Online
652,202210,UG,Online
653,202210,GR,Online
654,202210,GR,Face-To-Face
655,202210,UG,Both
656,202210,GR,Both
657,202210,GR,Online
658,202210,UG,Online
659,202210,UG,Online
660,202210,GR,Online
661,202210,UG,Online
662,202210,GR,Online
663,202210,UG,Online
664,202210,GR,Online
665,202210,UG,Online
666,202210,GR,Online
667,202210,GR,Face-To-Face
668,202210,UG,Online
669,202210,UG,Both
670,202210,GR,Online
671,202210,GR,Online
672,202210,GR,Online
673,202210,UG,Online
674,202210,GR,Online
675,202210,GR,Online
676,202210,GR,Online
677,202210,UG,Online
678,202210,UG,Online
679,202210,GR,Online
680,202210,UG,Online
681,202210,UG,Online
682,202210,GR,Online
683,202210,GR,Face-To-Face
684,202210,GR,Online
685,202210,GR,Face-To-Face
686,202210,GR,Both
687,202210,GR,Online
688,202210,GR,Online
689,202210,GR,Online
690,202210,UG,Both
691,202210,GR,Online
692,202210,GR,Online
693,202210,UG,Online
694,202210,GR,Both
695,202210,GR,Both
696,202210,UG,Online
697,202210,UG,Online
698,202210,UG,Both
699,202210,UG,Both
700,202210,UG,Online
701,202210,GR,Face-To-Face
702,202210,GR,Online
703,202210,GR,Online
704,202210,GR,Online
705,202210,GR,Face-To-Face
706,202210,GR,Face-To-Face
707,202210,GR,Both
708,202210,UG,Both
709,202210,GR,Online
710,202210,GR,Online
711,202210,GR,Online
712,202210,UG,Online
713,202210,UG,Online
714,202210,GR,Face-To-Face
715,202210,GR,Online
716,202210,UG,Both
717,202210,UG,Face-To-Face
718,202210,GR,Online
719,202210,UG,Online
720,202210,UG,Both
721,202210,UG,Online
722,202210,UG,Face-To-Face
723,202210,GR,Face-To-Face
724,202210,UG,Online
725,202210,UG,Online
726,202210,UG,Online
727,202210,UG,Online
728,202210,UG,Online
729,202210,GR,Online
730,202210,GR,Face-To-Face
731,202210,UG,Online
732,202210,GR,Online
733,202210,UG,Online
734,202210,GR,Online
735,202210,GR,Online
736,202210,UG,Online
737,202210,GR,Online
738,202210,UG,Online
739,202210,GR,Online
740,202210,GR,Online
741,202210,GR,Online
742,202210,UG,Face-To-Face
743,202210,UG,Both
744,202210,GR,Online
745,202210,GR,Online
746,202210,UG,Online
747,202210,GR,Online
748,202210,UG,Both
749,202210,UG,Online
750,202210,GR,Online
751,202210,UG,Online
752,202210,UG,Online
753,202210,GR,Online
754,202210,UG,Online
755,202210,GR,Face-To-Face
756,202210,UG,Both
757,202210,GR,Online
758,202210,GR,Online
759,202210,UG,Online
760,202210,UG,Face-To-Face
761,202210,GR,Online
762,202210,GR,Face-To-Face
763,202210,GR,Both
764,202210,GR,Both
765,202210,UG,Online
766,202210,GR,Online
767,202210,UG,Online
768,202210,GR,Online
769,202210,UG,Face-To-Face
770,202210,GR,Face-To-Face
771,202210,GR,Online
772,202210,UG,Face-To-Face
773,202210,UG,Face-To-Face
774,202210,UG,Online
775,202210,GR,Face-To-Face
776,202210,UG,Both
777,202210,GR,Online
778,202210,UG,Online
779,202210,GR,Face-To-Face
780,202210,GR,Online
781,202210,UG,Online
782,202210,GR,Online
783,202210,UG,Both
784,202210,GR,Face-To-Face
785,202210,UG,Online
786,202210,GR,Online
787,202210,UG,Online
788,202210,UG,Online
789,202210,UG,Face-To-Face
790,202210,UG,Online
791,202210,GR,Online
792,202210,UG,Online
793,202210,UG,Online
794,202210,UG,Online
795,202210,UG,Online
796,202210,GR,Both
797,202210,UG,Online
798,202210,UG,Online
799,202210,UG,Both
800,202210,UG,Online
801,202210,UG,Online
802,202210,UG,Online
803,202210,GR,Face-To-Face
804,202210,UG,Online
805,202210,UG,Online
806,202210,UG,Face-To-Face
807,202210,GR,Online
808,202210,GR,Both
809,202210,UG,Face-To-Face
810,202210,GR,Online
811,202210,UG,Face-To-Face
812,202210,UG,Both
813,202210,GR,Online
814,202210,UG,Online
815,202210,GR,Face-To-Face
816,202210,GR,Online
817,202210,GR,Online
818,202210,GR,Online
819,202210,UG,Online
820,202210,UG,Online
821,202210,GR,Online
822,202210,UG,Online
823,202210,UG,Online
824,202210,UG,Face-To-Face
825,202210,GR,Online
826,202210,UG,Both
827,202210,UG,Online
828,202210,GR,Face-To-Face
829,202210,GR,Both
830,202210,GR,Both
831,202210,GR,Online
832,202210,GR,Both
833,202210,GR,Both
834,202210,GR,Both
835,202210,GR,Both
836,202210,GR,Online
837,202210,UG,Both
838,202210,UG,Online
839,202210,UG,Face-To-Face
840,202210,UG,Online
841,202210,UG,Online
842,202210,UG,Online
843,202210,UG,Online
844,202210,UG,Both
845,202210,GR,Online
846,202210,UG,Online
847,202210,GR,Online
848,202210,UG,Online
849,202210,GR,Online
850,202210,UG,Online
851,202210,GR,Both
852,202210,GR,Online
853,202210,UG,Online
854,202210,UG,Online
855,202210,GR,Online
856,202210,GR,Face-To-Face
857,202210,UG,Online
858,202210,UG,Online
859,202210,UG,Online
860,202210,UG,Online
861,202210,GR,Online
862,202210,GR,Online
863,202210,UG,Online
864,202210,GR,Online
865,202210,UG,Both
866,202210,UG,Online
867,202210,UG,Face-To-Face
868,202210,GR,Online
869,202210,UG,Online
870,202210,GR,Online
871,202210,UG,Online
872,202210,UG,Online
873,202210,GR,Online
874,202210,UG,Both
875,202210,UG,Online
876,202210,UG,Face-To-Face
877,202210,GR,Both
878,202210,GR,Both
879,202210,UG,Both
880,202210,UG,Online
881,202210,UG,Both
882,202210,GR,Online
883,202210,GR,Online
884,202210,GR,Face-To-Face
885,202210,UG,Online
886,202210,UG,Online
887,202210,UG,Online
888,202210,UG,Online
889,202210,GR,Face-To-Face
890,202210,UG,Online
891,202210,UG,Online
892,202210,GR,Online
893,202210,UG,Face-To-Face
894,202210,GR,Face-To-Face
895,202210,GR,Online
896,202210,UG,Online
897,202210,UG,Both
898,202210,UG,Face-To-Face
899,202210,GR,Online
900,202210,UG,Online
901,202210,GR,Online
902,202210,GR,Face-To-Face
903,202210,GR,Online
904,202210,UG,Online
905,202210,UG,Face-To-Face
906,202210,UG,Online
907,202210,GR,Face-To-Face
908,202210,UG,Online
909,202210,UG,Online
910,202210,GR,Face-To-Face
911,202210,UG,Online
912,202210,GR,Online
913,202210,GR,Online
914,202210,UG,Online
915,202210,GR,Online
916,202210,GR,Online
917,202210,UG,Online
918,202210,UG,Online
919,202210,UG,Online
920,202210,GR,Online
921,202210,GR,Online
922,202210,GR,Both
923,202210,UG,Online
924,202210,UG,Online
925,202210,GR,Both
926,202210,GR,Online
927,202210,GR,Online
928,202210,UG,Online
929,202210,UG,Online
930,202210,GR,Both
931,202210,GR,Online
932,202210,UG,Online
933,202210,GR,Online
934,202210,UG,Online
935,202210,UG,Both
936,202210,GR,Both
937,202210,GR,Online
938,202210,UG,Online
939,202210,GR,Both
940,202210,GR,Face-To-Face
941,202210,GR,Face-To-Face
942,202210,UG,Face-To-Face
943,202210,GR,Online
944,202210,UG,Online
945,202210,GR,Online
946,202210,UG,Online
947,202210,GR,Online
948,202210,UG,Online
949,202210,UG,Face-To-Face
950,202210,UG,Online
951,202210,UG,Both
952,202210,UG,Online
953,202210,UG,Online
954,202210,UG,Both
955,202210,GR,Face-To-Face
956,202210,UG,Online
957,202210,GR,Online
958,202210,GR,Online
959,202210,GR,Online
960,202210,UG,Face-To-Face
961,202210,GR,Face-To-Face
962,202210,UG,Online
963,202210,UG,Face-To-Face
964,202210,GR,Face-To-Face
965,202210,UG,Online
966,202210,UG,Online
967,202210,UG,Both
968,202210,GR,Online
969,202210,GR,Online
970,202210,UG,Face-To-Face
971,202210,GR,Online
972,202210,UG,Online
973,202210,UG,Both
974,202210,UG,Both
975,202210,UG,Online
976,202210,UG,Online
977,202210,GR,Face-To-Face
978,202210,UG,Online
979,202210,GR,Both
980,202210,UG,Online
981,202210,GR,Online
982,202210,UG,Online
983,202210,UG,Online
984,202210,UG,Online
985,202210,UG,Face-To-Face
986,202210,UG,Online
987,202210,UG,Online
988,202210,GR,Online
989,202210,GR,Both
990,202210,GR,Face-To-Face
991,202210,UG,Online
992,202210,UG,Both
993,202210,GR,Face-To-Face
994,202210,GR,Face-To-Face
995,202210,UG,Both
996,202210,UG,Online
997,202210,UG,Both
998,202210,UG,Online
999,202210,UG,Online
1000,202210,UG,Both
1001,202210,UG,Online
1002,202210,UG,Online
1003,202210,UG,Face-To-Face
1004,202210,GR,Online
1005,202210,GR,Online
1006,202210,GR,Online
1007,202210,GR,Face-To-Face
1008,202210,GR,Both
1009,202210,GR,Online
1010,202210,UG,Online
1011,202210,GR,Online
1012,202210,UG,Online
1013,202210,GR,Face-To-Face
1014,202210,GR,Online
1015,202210,GR,Online
1016,202210,GR,Online
1017,202210,UG,Online
1018,202210,GR,Face-To-Face
1019,202210,UG,Face-To-Face
1020,202210,GR,Online
1021,202210,UG,Online
1022,202210,GR,Online
1023,202210,UG,Online
1024,202210,UG,Online
1025,202210,UG,Face-To-Face
1026,202210,UG,Both
1027,202210,GR,Online
1028,202210,UG,Online
1029,202210,GR,Face-To-Face
1030,202210,GR,Online
1031,202210,UG,Online
1032,202210,UG,Online
1033,202210,UG,Both
1034,202210,GR,Online
1035,202210,GR,Online
1036,202210,GR,Online
1037,202210,UG,Online
1038,202210,GR,Face-To-Face
1039,202210,UG,Online
1040,202210,GR,Online
1041,202210,UG,Online
1042,202210,GR,Online
1043,202210,UG,Both
1044,202210,GR,Face-To-Face
1045,202210,GR,Face-To-Face
1046,202210,UG,Face-To-Face
1047,202210,GR,Online
1048,202210,UG,Face-To-Face
1049,202210,GR,Online
1050,202210,UG,Face-To-Face
1051,202210,GR,Online
1052,202210,UG,Both
1053,202210,GR,Both
1054,202210,UG,Online
1055,202210,GR,Online
1056,202210,GR,Face-To-Face
1057,202210,UG,Online
1058,202210,GR,Online
1059,202210,GR,Both
1060,202210,GR,Online
1061,202210,GR,Face-To-Face
1062,202210,UG,Online
1063,202210,UG,Online
1064,202210,GR,Online
1065,202210,GR,Face-To-Face
1066,202210,UG,Both
1067,202210,UG,Online
1068,202210,UG,Face-To-Face
1069,202210,UG,Both
1070,202210,UG,Online
1071,202210,UG,Online
1072,202210,UG,Both
1073,202210,UG,Online
1074,202210,UG,Both
1075,202210,UG,Online
1076,202210,UG,Both
1077,202210,UG,Online
1078,202210,UG,Face-To-Face
1079,202210,UG,Online
1080,202210,UG,Online
1081,202210,UG,Online
1082,202210,UG,Online
1083,202210,UG,Online
1084,202210,UG,Online
1085,202210,UG,Online
1086,202210,GR,Online
1087,202210,UG,Online
1088,202210,GR,Online
1089,202210,UG,Online
1090,202210,UG,Online
1091,202210,UG,Online
1092,202210,UG,Online
1093,202210,UG,Both
1094,202210,GR,Online
1095,202210,UG,Online
1096,202210,GR,Online
1097,202210,GR,Online
1098,202210,GR,Online
1099,202210,GR,Online
1100,202210,UG,Online
1101,202210,UG,Both
1102,202210,GR,Online
1103,202210,UG,Online
1104,202210,UG,Online
1105,202210,UG,Online
1106,202210,UG,Face-To-Face
1107,202210,UG,Online
1108,202210,UG,Online
1109,202210,UG,Face-To-Face
1110,202210,GR,Face-To-Face
1111,202210,UG,Both
1112,202210,GR,Online
1113,202210,GR,Online
1114,202210,UG,Online
1115,202210,GR,Face-To-Face
1116,202210,GR,Online
1117,202210,UG,Online
1118,202210,UG,Online
1119,202210,UG,Online
1120,202210,GR,Online
1121,202210,GR,Online
1122,202210,GR,Both
1123,202210,GR,Both
1124,202210,UG,Online
1125,202210,UG,Online
1126,202210,GR,Online
1127,202210,GR,Online
1128,202210,GR,Face-To-Face
1129,202210,UG,Online
1130,202210,GR,Face-To-Face
1131,202210,UG,Online
1132,202210,UG,Both
1133,202210,UG,Online
1134,202210,GR,Online
1135,202210,GR,Face-To-Face
1136,202210,GR,Face-To-Face
1137,202210,GR,Online
1138,202210,GR,Online
1139,202210,GR,Online
1140,202210,GR,Face-To-Face
1141,202210,GR,Online
1142,202210,GR,Online
1143,202210,UG,Online
1144,202210,UG,Online
1145,202210,UG,Face-To-Face
1146,202210,UG,Online
1147,202210,GR,Face-To-Face
1148,202210,UG,Online
1149,202210,GR,Online
1150,202210,GR,Online
1151,202210,UG,Face-To-Face
1152,202210,UG,Face-To-Face
1153,202210,GR,Both
1154,202210,GR,Online
1155,202210,UG,Online
1156,202210,UG,Face-To-Face
1157,202210,UG,Online
1158,202210,GR,Online
1159,202210,UG,Online
1160,202210,UG,Both
1161,202210,UG,Online
1162,202210,UG,Online
1163,202210,UG,Online
1164,202210,UG,Online
